year,statistical_region,name_of_municipality,type_of_waste,total_waste_collected
2021,GORIŠKA,MIREN-KOSTANJEVICA,Bulky Municipal Waste (20 03 07),221.41
2021,GORIŠKA,MIREN-KOSTANJEVICA,Non-hazardous Wood from Municipal Waste (20 01 38),242.499
2021,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard Packaging (15 01 01),71.606
2021,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard from Municipal Waste (20 01 01),194.438
2021,GORIŠKA,NOVA GORICA,Bulky Municipal Waste (20 03 07),866.602
2021,GORIŠKA,NOVA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),820.615
2021,GORIŠKA,NOVA GORICA,Paper and Cardboard Packaging (15 01 01),335.408
2021,GORIŠKA,NOVA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),1011.635
2021,GORIŠKA,NOVA GORICA,Wooden Packaging (15 01 03),0.319
2021,GORIŠKA,RENČE-VOGRSKO,Bulky Municipal Waste (20 03 07),143.632
2021,GORIŠKA,RENČE-VOGRSKO,Non-hazardous Wood from Municipal Waste (20 01 38),157.878
2021,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard Packaging (15 01 01),28.65
2021,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard from Municipal Waste (20 01 01),87.529
2021,GORIŠKA,RENČE-VOGRSKO,Wooden Packaging (15 01 03),0.685
2021,GORIŠKA,TOLMIN,Bulky Municipal Waste (20 03 07),133.885
2021,GORIŠKA,TOLMIN,Non-hazardous Wood from Municipal Waste (20 01 38),277.282
2021,GORIŠKA,TOLMIN,Paper and Cardboard Packaging (15 01 01),244.144
2021,GORIŠKA,TOLMIN,Paper and Cardboard from Municipal Waste (20 01 01),112.284
2021,GORIŠKA,TOLMIN,Wooden Packaging (15 01 03),26.68
2021,GORIŠKA,VIPAVA,Bulky Municipal Waste (20 03 07),103.322
2021,GORIŠKA,VIPAVA,Non-hazardous Wood from Municipal Waste (20 01 38),88.462
2021,GORIŠKA,VIPAVA,Paper and Cardboard Packaging (15 01 01),56.085
2021,GORIŠKA,VIPAVA,Paper and Cardboard from Municipal Waste (20 01 01),129.695
2021,GORIŠKA,VIPAVA,Wooden Packaging (15 01 03),2.28
2021,GORIŠKA,ŠEMPETER-VRTOJBA,Bulky Municipal Waste (20 03 07),76.23
2021,GORIŠKA,ŠEMPETER-VRTOJBA,Non-hazardous Wood from Municipal Waste (20 01 38),79.08
2021,GORIŠKA,ŠEMPETER-VRTOJBA,Paper and Cardboard Packaging (15 01 01),186.382
2021,GORIŠKA,ŠEMPETER-VRTOJBA,Paper and Cardboard from Municipal Waste (20 01 01),87.36
2021,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Bulky Municipal Waste (20 03 07),69.082
2021,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),83.784
2021,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),27.606
2021,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),10.649
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Bulky Municipal Waste (20 03 07),21.28
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Non-hazardous Wood from Municipal Waste (20 01 38),6.4
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard Packaging (15 01 01),13.72
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard from Municipal Waste (20 01 01),5.93
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Bulky Municipal Waste (20 03 07),525.16
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Non-hazardous Wood from Municipal Waste (20 01 38),371.978
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard Packaging (15 01 01),193.584
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard from Municipal Waste (20 01 01),894.754
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Bulky Municipal Waste (20 03 07),73.261
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Non-hazardous Wood from Municipal Waste (20 01 38),60.425
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard Packaging (15 01 01),21.963
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard from Municipal Waste (20 01 01),11.197
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Bulky Municipal Waste (20 03 07),388.15
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Non-hazardous Wood from Municipal Waste (20 01 38),247.87
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard Packaging (15 01 01),159.61
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard from Municipal Waste (20 01 01),18.496
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Bulky Municipal Waste (20 03 07),29.111
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Non-hazardous Wood from Municipal Waste (20 01 38),52.25
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard Packaging (15 01 01),28.429
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard from Municipal Waste (20 01 01),19.627
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Wooden Packaging (15 01 03),29.08
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Bulky Municipal Waste (20 03 07),58.296
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Non-hazardous Wood from Municipal Waste (20 01 38),70.703
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard Packaging (15 01 01),21.928
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard from Municipal Waste (20 01 01),8.459
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Bulky Municipal Waste (20 03 07),35.674
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Non-hazardous Wood from Municipal Waste (20 01 38),64.029
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard Packaging (15 01 01),65.988
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard from Municipal Waste (20 01 01),10.89
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Bulky Municipal Waste (20 03 07),718.683
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Non-hazardous Wood from Municipal Waste (20 01 38),1191.882
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard Packaging (15 01 01),457.374
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard from Municipal Waste (20 01 01),876.126
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Wooden Packaging (15 01 03),19.93
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Bulky Municipal Waste (20 03 07),313.547
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Non-hazardous Wood from Municipal Waste (20 01 38),258.61
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard Packaging (15 01 01),107.67
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard from Municipal Waste (20 01 01),161.091
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Wooden Packaging (15 01 03),1.405
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Bulky Municipal Waste (20 03 07),126.228
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Non-hazardous Wood from Municipal Waste (20 01 38),64.152
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard Packaging (15 01 01),34.756
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard from Municipal Waste (20 01 01),28.472
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Bulky Municipal Waste (20 03 07),73.952
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Non-hazardous Wood from Municipal Waste (20 01 38),60.995
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard Packaging (15 01 01),23.915
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard from Municipal Waste (20 01 01),33.211
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Wooden Packaging (15 01 03),1.56
2021,JUGOVZHODNA SLOVENIJA,STRAŽA,Bulky Municipal Waste (20 03 07),74.603
2021,JUGOVZHODNA SLOVENIJA,STRAŽA,Non-hazardous Wood from Municipal Waste (20 01 38),90.481
2021,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard Packaging (15 01 01),27.732
2021,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard from Municipal Waste (20 01 01),10.698
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,Bulky Municipal Waste (20 03 07),120.812
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,Non-hazardous Wood from Municipal Waste (20 01 38),230
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard Packaging (15 01 01),118.799
2021,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard from Municipal Waste (20 01 01),36.911
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Bulky Municipal Waste (20 03 07),396.022
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Non-hazardous Wood from Municipal Waste (20 01 38),201.268
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard Packaging (15 01 01),111.204
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard from Municipal Waste (20 01 01),89.528
2021,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Wooden Packaging (15 01 03),6.96
2021,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Bulky Municipal Waste (20 03 07),138.806
2021,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Non-hazardous Wood from Municipal Waste (20 01 38),168.347
2021,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard Packaging (15 01 01),56.938
2021,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard from Municipal Waste (20 01 01),22.184
2021,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Bulky Municipal Waste (20 03 07),29.563
2021,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Non-hazardous Wood from Municipal Waste (20 01 38),53.061
2021,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard Packaging (15 01 01),28.871
2021,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard from Municipal Waste (20 01 01),9.024
2021,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Bulky Municipal Waste (20 03 07),65.872
2021,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Non-hazardous Wood from Municipal Waste (20 01 38),79.891
2021,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard Packaging (15 01 01),23.355
2021,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard from Municipal Waste (20 01 01),8.539
2021,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Bulky Municipal Waste (20 03 07),67.669
2021,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),82.071
2021,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard Packaging (15 01 01),24.986
2021,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),9.638
2021,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Bulky Municipal Waste (20 03 07),91.039
2021,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Non-hazardous Wood from Municipal Waste (20 01 38),110.415
2021,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard Packaging (15 01 01),34.13
2021,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard from Municipal Waste (20 01 01),12.647
2021,KOROŠKA,DRAVOGRAD,Bulky Municipal Waste (20 03 07),296.42
2021,KOROŠKA,DRAVOGRAD,Paper and Cardboard Packaging (15 01 01),190.5
2021,KOROŠKA,DRAVOGRAD,Paper and Cardboard from Municipal Waste (20 01 01),275.704
2021,KOROŠKA,MEŽICA,Bulky Municipal Waste (20 03 07),125.778
2021,KOROŠKA,MEŽICA,Paper and Cardboard Packaging (15 01 01),15.706
2021,KOROŠKA,MEŽICA,Paper and Cardboard from Municipal Waste (20 01 01),39.893
2021,KOROŠKA,MISLINJA,Bulky Municipal Waste (20 03 07),175.412
2021,KOROŠKA,MISLINJA,Paper and Cardboard Packaging (15 01 01),52.223
2021,KOROŠKA,MISLINJA,Paper and Cardboard from Municipal Waste (20 01 01),29.259
2021,KOROŠKA,MUTA,Bulky Municipal Waste (20 03 07),65.871
2021,KOROŠKA,MUTA,Paper and Cardboard Packaging (15 01 01),25.564
2021,KOROŠKA,MUTA,Paper and Cardboard from Municipal Waste (20 01 01),15.151
2021,KOROŠKA,MUTA,Wooden Packaging (15 01 03),57.882
2021,KOROŠKA,PODVELKA,Bulky Municipal Waste (20 03 07),49.805
2021,KOROŠKA,PODVELKA,Paper and Cardboard Packaging (15 01 01),11.216
2021,KOROŠKA,PODVELKA,Paper and Cardboard from Municipal Waste (20 01 01),26.508
2021,KOROŠKA,PREVALJE,Bulky Municipal Waste (20 03 07),240.362
2021,KOROŠKA,PREVALJE,Paper and Cardboard Packaging (15 01 01),259.261
2021,KOROŠKA,PREVALJE,Paper and Cardboard from Municipal Waste (20 01 01),76.238
2021,KOROŠKA,PREVALJE,Wooden Packaging (15 01 03),100.66
2021,KOROŠKA,RADLJE OB DRAVI,Bulky Municipal Waste (20 03 07),139.934
2021,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard Packaging (15 01 01),115.785
2021,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),60.578
2021,KOROŠKA,RAVNE NA KOROŠKEM,Bulky Municipal Waste (20 03 07),393.725
2021,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),127.419
2021,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),126.99
2021,KOROŠKA,RAVNE NA KOROŠKEM,Wooden Packaging (15 01 03),85.62
2021,KOROŠKA,RIBNICA NA POHORJU,Bulky Municipal Waste (20 03 07),19.279
2021,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard Packaging (15 01 01),2.366
2021,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),3.399
2021,KOROŠKA,SLOVENJ GRADEC,Bulky Municipal Waste (20 03 07),701.648
2021,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard Packaging (15 01 01),387.551
2021,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),68.143
2021,KOROŠKA,VUZENICA,Bulky Municipal Waste (20 03 07),46.591
2021,KOROŠKA,VUZENICA,Paper and Cardboard Packaging (15 01 01),10.409
2021,KOROŠKA,VUZENICA,Paper and Cardboard from Municipal Waste (20 01 01),14.91
2021,KOROŠKA,ČRNA NA KOROŠKEM,Bulky Municipal Waste (20 03 07),112.695
2021,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),401.8
2021,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),35.741
2021,KOROŠKA,ČRNA NA KOROŠKEM,Wooden Packaging (15 01 03),193.98
2021,OBALNO-KRAŠKA,ANKARAN,Bulky Municipal Waste (20 03 07),27.881
2021,OBALNO-KRAŠKA,ANKARAN,Non-hazardous Wood from Municipal Waste (20 01 38),71.702
2021,OBALNO-KRAŠKA,ANKARAN,Paper and Cardboard Packaging (15 01 01),33.305
2021,OBALNO-KRAŠKA,ANKARAN,Paper and Cardboard from Municipal Waste (20 01 01),113.25
2021,OBALNO-KRAŠKA,DIVAČA,Bulky Municipal Waste (20 03 07),33.635
2021,OBALNO-KRAŠKA,DIVAČA,Non-hazardous Wood from Municipal Waste (20 01 38),109.193
2021,OBALNO-KRAŠKA,DIVAČA,Paper and Cardboard Packaging (15 01 01),46.802
2021,OBALNO-KRAŠKA,DIVAČA,Paper and Cardboard from Municipal Waste (20 01 01),118.392
2021,OBALNO-KRAŠKA,HRPELJE-KOZINA,Bulky Municipal Waste (20 03 07),37.813
2021,OBALNO-KRAŠKA,HRPELJE-KOZINA,Non-hazardous Wood from Municipal Waste (20 01 38),122.758
2021,OBALNO-KRAŠKA,HRPELJE-KOZINA,Paper and Cardboard Packaging (15 01 01),53.842
2021,OBALNO-KRAŠKA,HRPELJE-KOZINA,Paper and Cardboard from Municipal Waste (20 01 01),133.1
2021,OBALNO-KRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),290.02
2021,OBALNO-KRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),646.12
2021,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),185.373
2021,OBALNO-KRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),401.389
2021,OBALNO-KRAŠKA,KOMEN,Bulky Municipal Waste (20 03 07),29.313
2021,OBALNO-KRAŠKA,KOMEN,Non-hazardous Wood from Municipal Waste (20 01 38),95.162
2021,OBALNO-KRAŠKA,KOMEN,Paper and Cardboard Packaging (15 01 01),40.093
2021,OBALNO-KRAŠKA,KOMEN,Paper and Cardboard from Municipal Waste (20 01 01),103.178
2021,OBALNO-KRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),582.742
2021,OBALNO-KRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),1720.835
2021,OBALNO-KRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),479.4
2021,OBALNO-KRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),1350.121
2021,OBALNO-KRAŠKA,KOPER,Wooden Packaging (15 01 03),1490.52
2021,OBALNO-KRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),1101.02
2021,OBALNO-KRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),738.25
2021,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),619.255
2021,OBALNO-KRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),45.886
2021,OBALNO-KRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),104.329
2021,OBALNO-KRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),339.307
2021,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),147.34
2021,OBALNO-KRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),366.35
2021,OSREDNJESLOVENSKA,BOROVNICA,Bulky Municipal Waste (20 03 07),73.985
2021,OSREDNJESLOVENSKA,BOROVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),129.238
2021,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard Packaging (15 01 01),27.648
2021,OSREDNJESLOVENSKA,BOROVNICA,Paper and Cardboard from Municipal Waste (20 01 01),158.388
2021,OSREDNJESLOVENSKA,BREZOVICA,Bulky Municipal Waste (20 03 07),251.595
2021,OSREDNJESLOVENSKA,BREZOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),91.54
2021,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard Packaging (15 01 01),57.189
2021,OSREDNJESLOVENSKA,BREZOVICA,Paper and Cardboard from Municipal Waste (20 01 01),198.491
2021,OSREDNJESLOVENSKA,BREZOVICA,Wooden Packaging (15 01 03),2.36
2021,OSREDNJESLOVENSKA,DOBREPOLJE,Bulky Municipal Waste (20 03 07),31.691
2021,OSREDNJESLOVENSKA,DOBREPOLJE,Non-hazardous Wood from Municipal Waste (20 01 38),17.723
2021,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard Packaging (15 01 01),19.869
2021,OSREDNJESLOVENSKA,DOBREPOLJE,Paper and Cardboard from Municipal Waste (20 01 01),60.191
2021,OSREDNJESLOVENSKA,DOBREPOLJE,Wooden Packaging (15 01 03),1.852
2021,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Bulky Municipal Waste (20 03 07),71.64
2021,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard Packaging (15 01 01),23.633
2021,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),61.271
2021,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Bulky Municipal Waste (20 03 07),94.18
2021,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard Packaging (15 01 01),30.947
2021,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Paper and Cardboard from Municipal Waste (20 01 01),65.806
2021,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Wooden Packaging (15 01 03),3.4
2021,OSREDNJESLOVENSKA,DOMŽALE,Bulky Municipal Waste (20 03 07),1208.81
2021,OSREDNJESLOVENSKA,DOMŽALE,Non-hazardous Wood from Municipal Waste (20 01 38),1237.32
2021,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard Packaging (15 01 01),592.684
2021,OSREDNJESLOVENSKA,DOMŽALE,Paper and Cardboard from Municipal Waste (20 01 01),1764.467
2021,OSREDNJESLOVENSKA,DOMŽALE,Wooden Packaging (15 01 03),99.388
2021,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),222.056
2021,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),495.144
2021,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard Packaging (15 01 01),193.867
2021,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard from Municipal Waste (20 01 01),540.47
2021,OSREDNJESLOVENSKA,GROSUPLJE,Wooden Packaging (15 01 03),56.318
2021,OSREDNJESLOVENSKA,HORJUL,Bulky Municipal Waste (20 03 07),41.01
2021,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard Packaging (15 01 01),36.393
2021,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard from Municipal Waste (20 01 01),26.487
2021,OSREDNJESLOVENSKA,HORJUL,Wooden Packaging (15 01 03),0.536
2021,OSREDNJESLOVENSKA,IG,Bulky Municipal Waste (20 03 07),228.26
2021,OSREDNJESLOVENSKA,IG,Non-hazardous Wood from Municipal Waste (20 01 38),112.54
2021,OSREDNJESLOVENSKA,IG,Paper and Cardboard Packaging (15 01 01),58.528
2021,OSREDNJESLOVENSKA,IG,Paper and Cardboard from Municipal Waste (20 01 01),142.934
2021,OSREDNJESLOVENSKA,IG,Wooden Packaging (15 01 03),11.9
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Bulky Municipal Waste (20 03 07),150.533
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),210.143
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard Packaging (15 01 01),139.87
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),346.797
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Wooden Packaging (15 01 03),24.39
2021,OSREDNJESLOVENSKA,KAMNIK,Bulky Municipal Waste (20 03 07),782.68
2021,OSREDNJESLOVENSKA,KAMNIK,Non-hazardous Wood from Municipal Waste (20 01 38),163.24
2021,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard Packaging (15 01 01),519.919
2021,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard from Municipal Waste (20 01 01),455.73
2021,OSREDNJESLOVENSKA,KAMNIK,Wooden Packaging (15 01 03),99.108
2021,OSREDNJESLOVENSKA,KOMENDA,Bulky Municipal Waste (20 03 07),119.16
2021,OSREDNJESLOVENSKA,KOMENDA,Non-hazardous Wood from Municipal Waste (20 01 38),45.19
2021,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard Packaging (15 01 01),135.42
2021,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard from Municipal Waste (20 01 01),228.79
2021,OSREDNJESLOVENSKA,KOMENDA,Wooden Packaging (15 01 03),31.09
2021,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),8726.595
2021,OSREDNJESLOVENSKA,LJUBLJANA,Non-hazardous Wood from Municipal Waste (20 01 38),7114.556
2021,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard Packaging (15 01 01),5050.614
2021,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard from Municipal Waste (20 01 01),29770.079
2021,OSREDNJESLOVENSKA,LJUBLJANA,Wooden Packaging (15 01 03),2975.833
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Bulky Municipal Waste (20 03 07),63.025
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Non-hazardous Wood from Municipal Waste (20 01 38),100.519
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard Packaging (15 01 01),25.213
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard from Municipal Waste (20 01 01),127.174
2021,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),155.02
2021,OSREDNJESLOVENSKA,LOGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),323.7
2021,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard Packaging (15 01 01),391.756
2021,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard from Municipal Waste (20 01 01),305.465
2021,OSREDNJESLOVENSKA,LOGATEC,Wooden Packaging (15 01 03),129.123
2021,OSREDNJESLOVENSKA,LUKOVICA,Bulky Municipal Waste (20 03 07),169.111
2021,OSREDNJESLOVENSKA,LUKOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),173.15
2021,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard Packaging (15 01 01),54.73
2021,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard from Municipal Waste (20 01 01),108.293
2021,OSREDNJESLOVENSKA,LUKOVICA,Wooden Packaging (15 01 03),54.6
2021,OSREDNJESLOVENSKA,MEDVODE,Bulky Municipal Waste (20 03 07),445.5
2021,OSREDNJESLOVENSKA,MEDVODE,Non-hazardous Wood from Municipal Waste (20 01 38),268.96
2021,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard Packaging (15 01 01),104.114
2021,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard from Municipal Waste (20 01 01),608.067
2021,OSREDNJESLOVENSKA,MEDVODE,Wooden Packaging (15 01 03),149.92
2021,OSREDNJESLOVENSKA,MENGEŠ,Bulky Municipal Waste (20 03 07),269.477
2021,OSREDNJESLOVENSKA,MENGEŠ,Non-hazardous Wood from Municipal Waste (20 01 38),275.913
2021,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard Packaging (15 01 01),108.797
2021,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard from Municipal Waste (20 01 01),269.433
2021,OSREDNJESLOVENSKA,MENGEŠ,Wooden Packaging (15 01 03),32.461
