year,statistical_region,type_of_waste,waste_category,treatment_process,waste_for_processing
2022,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,3.65
2022,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,755.384
2022,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",3639.558
2022,PODRAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",344.54
2022,PODRAVSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,"R_12, R_13",26.44
2022,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",117.526
2022,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,5.853
2022,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",14635.729
2022,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,171.708
2022,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,D_10,32.81
2022,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,1571.9789999999998
2022,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",13259.681
2022,PODRAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",706.871
2022,PODRAVSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",117.64
2022,PODRAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_12,53.98
2022,PODRAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",1199.45
2022,PODRAVSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",3130.397
2022,POMURSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,590.56
2022,POMURSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",4147.902
2022,POMURSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,335.019
2022,POMURSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",4.58
2022,POMURSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,40.48
2022,POMURSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",940.22
2022,POMURSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",4348.847
2022,POMURSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2717.023
2022,POMURSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,D_10,0.563
2022,POMURSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",1789.56
2022,POMURSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",124.268
2022,POMURSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",476.064
2022,POSAVSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,BO,1254.389
2022,POSAVSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,R_01,1085.917
2022,POSAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_03,4987.12
2022,POSAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",12.638
2022,POSAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",0.86
2022,POSAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,132.208
2022,POSAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_01,971.732
2022,POSAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",2.46
2022,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,4723.705
2022,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,1232.354
2022,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",796.156
2022,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,5594.25
2022,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,35178.538
2022,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1837.759
2022,POSAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,1675.138
2022,POSAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,62278.504
2022,POSAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",377.994
2022,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,BO,6.388
2022,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,211.779
2022,POSAVSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",119.62
2022,PRIMORSKO-NOTRANJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,207.475
2022,PRIMORSKO-NOTRANJSKA,Wooden Packaging (15 01 03),Packaging Waste,BO,39.268
2022,PRIMORSKO-NOTRANJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,81.5
2022,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,12.2
2022,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_0302,15
2022,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,12354.77
2022,SAVINJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",39.672
2022,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,D_01,5.92
2022,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,642.873
2022,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,33.52
2022,SAVINJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",85.727
2022,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_01,77.7
2022,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,1357.36
2022,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,70
2022,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,190.42
2022,SAVINJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",47.371
2022,SAVINJSKA,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,"R_12, R_13",1152.04
2022,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,34.86
2022,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,62.125
2022,SAVINJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",23888.447
2022,SAVINJSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",6546.352
2022,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,7.2
2022,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,55.04
2022,SAVINJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",98.401
2022,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,62.16
2022,SAVINJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",39
2022,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,BO,80.1
2022,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,738.057
2022,SAVINJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",2341.24
2022,SAVINJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",2236.194
2022,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,BO,20.68
2022,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,727.68
2022,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,7742.05
2022,SAVINJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",3917.704
2022,ZASAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",486.539
2022,ZASAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_05,11.58
2022,ZASAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",459.43
2022,ZASAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,29.66
2023,GORENJSKA,Bark and Cork Waste (03 01 01),Wood/Paper Production Waste,R_03,0.85
2023,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,2304.148
2023,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,23.259
2023,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,688.61
2023,GORENJSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",564.885
2023,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,BO,142.1
2023,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_01,1445.98
2023,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,35.51
2023,GORENJSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",80.308
2023,GORENJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,7699.5
2023,GORENJSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",84.126
2023,GORENJSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",4864.692
2023,GORENJSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2054.069
2023,GORENJSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",371.235
2023,GORENJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,525.642
2023,GORENJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,257.521
2023,GORENJSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",133.82
2023,GORENJSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",32.54
2023,GORENJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_01,303.18
2023,GORENJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,2939.66
2023,GORENJSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",42.011
2023,GORENJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,34
2023,GORENJSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,3637.282
2023,GORENJSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",1710.847
2023,GORIŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",11.009
2023,GORIŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,18.13
2023,GORIŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",24.81
2023,GORIŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",32.672
2023,GORIŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_0101,12.02
2023,GORIŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,1067.789
2023,GORIŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",1650.085
2023,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_0101,16.91
2023,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,1486.289
2023,GORIŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1283.896
2023,GORIŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,5.363
2023,GORIŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_12,9.762
2023,GORIŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",20.948
2023,GORIŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,BO,5.06
2023,GORIŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,1.41
2023,GORIŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",77.12
2023,GORIŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",18.16
2023,GORIŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",671.596
2023,JUGOVZHODNA SLOVENIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,11354.86
2023,JUGOVZHODNA SLOVENIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,196.76
2023,JUGOVZHODNA SLOVENIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",1722.434
2023,JUGOVZHODNA SLOVENIJA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",313.538
2023,JUGOVZHODNA SLOVENIJA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",51.48
2023,JUGOVZHODNA SLOVENIJA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",7230.326
2023,JUGOVZHODNA SLOVENIJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2115.416
2023,JUGOVZHODNA SLOVENIJA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",23.5
2023,JUGOVZHODNA SLOVENIJA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",3446.609
2023,JUGOVZHODNA SLOVENIJA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",1918.509
2023,JUGOVZHODNA SLOVENIJA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",1.56
2023,JUGOVZHODNA SLOVENIJA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",2360.254
2023,KOROŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",5458.262
2023,KOROŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_05,41.21
2023,KOROŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",7.36
2023,KOROŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",33.94
2023,KOROŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",1187.785
2023,KOROŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",997.535
2023,KOROŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,439
2023,KOROŠKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",4.24
2023,KOROŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",78.44
2023,KOROŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",273.24
2023,OBALNO-KRAŠKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",74.545
2023,OBALNO-KRAŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,BO,8.4
2023,OBALNO-KRAŠKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",233.06
2023,OBALNO-KRAŠKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",228.073
2023,OBALNO-KRAŠKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",2822.851
2023,OBALNO-KRAŠKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",1424.89
2023,OBALNO-KRAŠKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",13.29
2023,OBALNO-KRAŠKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",92.02
2023,OBALNO-KRAŠKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",10.87
2023,OBALNO-KRAŠKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",675.522
2023,OSREDNJESLOVENSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,R_0302,9.28
2023,OSREDNJESLOVENSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,R_12,21.78
2023,OSREDNJESLOVENSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,"R_12, R_13",20.718
2023,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,BO,99.84
2023,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,22504.63
2023,OSREDNJESLOVENSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",15480.305
2023,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_03,2883.17
2023,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_12,322.306
2023,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",1304.882
2023,OSREDNJESLOVENSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,R_13,75.54
2023,OSREDNJESLOVENSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_03,5.6
2023,OSREDNJESLOVENSKA,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_12,12
2023,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,2438.086
2023,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,27424.017
2023,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,3694.69
2023,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,533.96
2023,OSREDNJESLOVENSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",23855.821
2023,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,4158.119
2023,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",47464.914
2023,OSREDNJESLOVENSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_13,413.278
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,1.296
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,D_13,1.038
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,37131.447
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,1.8330000000000002
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",44041.891
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_13,116.449
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,4207.67
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,33914.359
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",10450.18
2023,OSREDNJESLOVENSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_13,91.85
2023,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_01,590
2023,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_03,994.19
2023,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_0302,42.38
2023,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,R_12,17.98
2023,OSREDNJESLOVENSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",1525.02
2023,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,BO,2144.83
2023,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,9676.02
2023,OSREDNJESLOVENSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",8630.322
2023,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,3551.76
2023,OSREDNJESLOVENSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",125.068
2023,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,PU,838.57
2023,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_01,65.78
2023,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_03,10585.153
2023,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_0302,18.8
2023,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",7171.805
2023,OSREDNJESLOVENSKA,Wooden Packaging (15 01 03),Packaging Waste,R_13,297.93
2023,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"D_08,09",698.78
2023,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,PU,7.841
2023,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,4827.278
2023,PODRAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",4825.22
2023,PODRAVSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",408.56
2023,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,503.438
2023,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_0302,1306.32
2023,PODRAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",87.92
2023,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,18.356
2023,PODRAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",12691.961
2023,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,12.78
2023,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,D_10,35.352
2023,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,2209.88
2023,PODRAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",10731.002
2023,PODRAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",294.841
2023,PODRAVSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",79.18
2023,PODRAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_12,622.544
2023,PODRAVSKA,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",672.66
2023,PODRAVSKA,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",31.456
2023,PODRAVSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",4838.255
2023,POMURSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,366.72
2023,POMURSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",5207.16
2023,POMURSKA,Construction Wood Waste (17 02 01),Construction/Demolition Waste,"R_12, R_13",48.24
2023,POMURSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,1004.16
2023,POMURSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",352.58
2023,POMURSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,166.035
2023,POMURSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",3446.873
2023,POMURSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,285.226
2023,POMURSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",2511.305
2023,POMURSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,D_10,1.121
2023,POMURSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",606.475
2023,POMURSKA,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",1953.03
2023,POMURSKA,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",786.357
2023,POSAVSKA,Bark and Wood Waste from Pulp/Paper Production (03 03 01),Wood/Paper Production Waste,R_01,172.545
2023,POSAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,BO,1645.33
2023,POSAVSKA,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",8.72
2023,POSAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_01,1997.013
2023,POSAVSKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",1.46
2023,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,BO,2459.52
2023,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,2305.626
2023,POSAVSKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",866.559
2023,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,927.118
2023,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,47920.276
2023,POSAVSKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",7080.226
2023,POSAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,BO,1128.605
2023,POSAVSKA,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,61148.498
