year,statistical_region,name_of_municipality,waste_code,type_of_waste,waste_category,waste_collected_by_municipality
2021,POSAVSKA,KRŠKO,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,12.44
2021,POSAVSKA,KRŠKO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,341.98
2021,POSAVSKA,RADEČE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,93.16
2021,POSAVSKA,RADEČE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,53.84
2021,PRIMORSKONOTRANJSKA,BLOKE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.47
2021,PRIMORSKONOTRANJSKA,CERKNICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.558
2021,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.877
2021,PRIMORSKONOTRANJSKA,LOŠKA DOLINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.236
2021,PRIMORSKONOTRANJSKA,PIVKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,36.34
2021,PRIMORSKONOTRANJSKA,PIVKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,12.99
2021,PRIMORSKONOTRANJSKA,PIVKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,350.625
2021,PRIMORSKONOTRANJSKA,POSTOJNA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.665
2021,PRIMORSKONOTRANJSKA,POSTOJNA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,2.51
2021,PRIMORSKONOTRANJSKA,POSTOJNA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1537.762
2021,SAVINJSKA,CELJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,24.47
2021,SAVINJSKA,KOZJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.81
2021,SAVINJSKA,KOZJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.24
2021,SAVINJSKA,LAŠKO,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,439.678
2021,SAVINJSKA,LAŠKO,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,83.305
2021,SAVINJSKA,LAŠKO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,140.591
2021,SAVINJSKA,LAŠKO,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,9.865
2021,SAVINJSKA,LAŠKO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,58.67
2021,SAVINJSKA,NAZARJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1273.96
2021,SAVINJSKA,PODČETRTEK,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.18
2021,SAVINJSKA,PODČETRTEK,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,7.13
2021,SAVINJSKA,PODČETRTEK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.53
2021,SAVINJSKA,ROGATEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.08
2021,SAVINJSKA,ROGATEC,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,1.08
2021,SAVINJSKA,ROGAŠKA SLATINA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.672
2021,SAVINJSKA,ROGAŠKA SLATINA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.12
2021,SAVINJSKA,ROGAŠKA SLATINA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.278
2021,SAVINJSKA,ROGAŠKA SLATINA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,23.31
2021,SAVINJSKA,ROGAŠKA SLATINA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,16.73
2021,SAVINJSKA,SLOVENSKE KONJICE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.215
2021,SAVINJSKA,SLOVENSKE KONJICE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,0.86
2021,SAVINJSKA,SLOVENSKE KONJICE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,2.85
2021,SAVINJSKA,VELENJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4779.507
2021,SAVINJSKA,VELENJE,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,538.441
2021,SAVINJSKA,VELENJE,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,102.03
2021,SAVINJSKA,ŠENTJUR,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.946
2021,SAVINJSKA,ŠMARJE PRI JELŠAH,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.216
2021,SAVINJSKA,ŠMARJE PRI JELŠAH,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,25.21
2021,SAVINJSKA,ŠMARJE PRI JELŠAH,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,5.54
2021,SAVINJSKA,ŠMARTNO OB PAKI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.002
2021,SAVINJSKA,ŽALEC,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7816.197
2021,SAVINJSKA,ŽALEC,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,1753.98
2021,SAVINJSKA,ŽALEC,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,281.41
2021,SAVINJSKA,ŽALEC,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,38.82
2021,ZASAVSKA,HRASTNIK,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.82
2021,ZASAVSKA,HRASTNIK,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,335.38
2021,ZASAVSKA,LITIJA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.06
2021,ZASAVSKA,LITIJA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,221.64
2021,ZASAVSKA,TRBOVLJE,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.492
2021,ZASAVSKA,TRBOVLJE,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,18.18
2021,ZASAVSKA,TRBOVLJE,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,9.4
2021,ZASAVSKA,ZAGORJE OB SAVI,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,8.043
2021,ZASAVSKA,ZAGORJE OB SAVI,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,126.68
